ZIP_CODE,LAND_SQUARE_FEET,YEAR_BUILT,prop_cat,SALE_PRICE
10469.0,2651.0,1960.0,0,465000
10469.0,1723.0,1955.0,0,200000
10469.0,2487.0,1955.0,0,305000
10469.0,1755.0,1960.0,0,539000
10469.0,1755.0,1960.0,0,275500
10469.0,1755.0,1960.0,0,515000
10469.0,1568.0,1960.0,0,485000
10469.0,3555.0,1930.0,0,310000
10469.0,3333.0,1930.0,0,750000
10469.0,2375.0,1935.0,0,540000
10469.0,2500.0,1915.0,0,300000
10469.0,2905.0,1975.0,0,445000
10469.0,2375.0,1925.0,0,295000
10469.0,2375.0,1940.0,0,340000
10469.0,7125.0,1970.0,1,340000
10469.0,2500.0,1925.0,0,180000
10469.0,2642.0,1950.0,0,304000
10466.0,3220.0,1955.0,0,275000
10466.0,1850.0,1955.0,0,331606
10466.0,1800.0,1955.0,0,440000
10466.0,5000.0,1910.0,0,580000
10466.0,5000.0,1910.0,0,210000
10469.0,3900.0,1920.0,0,499000
10466.0,2325.0,1950.0,0,385000
10466.0,2500.0,1940.0,0,465000
10466.0,1935.0,1950.0,0,407000
10466.0,1952.0,1961.0,0,499000
10466.0,3236.0,1959.0,0,475000
10466.0,2762.0,1957.0,0,400000
10466.0,2050.0,1955.0,0,375000
10466.0,1494.0,1941.0,0,288990
10466.0,2106.0,1955.0,0,550000
10466.0,1800.0,1957.0,0,225000
10466.0,2042.0,1958.0,0,50000
10466.0,2856.0,1925.0,0,327000
10466.0,2485.0,1930.0,0,392200
10466.0,2375.0,1935.0,0,477000
10466.0,3500.0,1930.0,0,304000
10466.0,3500.0,1930.0,0,557000
10466.0,3000.0,1930.0,0,86000
10466.0,1800.0,1925.0,0,465000
10466.0,1800.0,1925.0,0,505000
10466.0,1800.0,1925.0,0,232500
10466.0,2824.0,1910.0,0,322000
10466.0,2500.0,1925.0,0,350000
10466.0,2910.0,1925.0,0,380000
10466.0,1995.0,1959.0,0,334620
10466.0,1995.0,1959.0,0,520000
10466.0,2500.0,1930.0,0,505000
10466.0,1867.0,1960.0,0,453000
10466.0,1404.0,1960.0,0,384000
10466.0,2375.0,1910.0,0,315000
10466.0,2375.0,1910.0,0,398000
10466.0,2856.0,1925.0,0,455000
10466.0,2250.0,1920.0,0,470000
10466.0,4332.0,1930.0,0,459900
10466.0,5000.0,1925.0,0,485000
10466.0,1710.0,1940.0,0,330000
10466.0,1710.0,1940.0,0,535600
10466.0,1710.0,1940.0,0,390000
10466.0,1710.0,1940.0,0,480000
10466.0,1800.0,1955.0,0,330570
10466.0,1800.0,1955.0,0,530000
10466.0,1350.0,1960.0,0,450000
10466.0,2340.0,1950.0,0,459285
10466.0,2375.0,1955.0,0,495000
10466.0,2500.0,1925.0,0,320000
10466.0,1808.0,1945.0,0,475000
10466.0,2500.0,1958.0,0,526000
10475.0,3500.0,1920.0,0,405000
10475.0,3500.0,1920.0,0,530000
10475.0,5000.0,1958.0,0,320000
10475.0,5812.0,1950.0,0,420000
10475.0,5000.0,1950.0,0,550000
10475.0,2742.0,1965.0,0,468000
10475.0,2500.0,1930.0,0,435000
10469.0,1900.0,1945.0,1,595000
10469.0,1800.0,1945.0,1,15200
10469.0,1493.0,1955.0,1,450000
10469.0,1493.0,1955.0,1,250000
10469.0,1493.0,1955.0,1,760000
10469.0,1479.0,1955.0,1,615000
10469.0,1900.0,1955.0,1,546000
10469.0,1883.0,1950.0,1,605000
10469.0,1888.0,1950.0,1,779659
10469.0,2850.0,1950.0,1,795000
10469.0,1710.0,1950.0,1,670000
10469.0,3800.0,1920.0,1,360000
10469.0,1966.0,2004.0,1,725000
10469.0,3049.0,1925.0,1,529490
10469.0,2390.0,1999.0,1,749000
10469.0,2095.0,1960.0,1,660000
10469.0,2910.0,1960.0,1,699000
10469.0,1978.0,2003.0,1,794000
10469.0,2474.0,1950.0,1,390000
10469.0,2375.0,1920.0,1,225000
10469.0,2100.0,1950.0,1,633450
10469.0,1967.0,1950.0,1,400000
10469.0,2500.0,1935.0,1,680000
10469.0,2500.0,1920.0,1,589000
10469.0,2500.0,1920.0,1,775000
10469.0,2400.0,1945.0,1,575000
10469.0,2442.0,1945.0,1,380000
10469.0,2354.0,1940.0,1,819000
10469.0,2365.0,1930.0,1,600000
10469.0,2200.0,1955.0,1,476000
10469.0,2200.0,1955.0,1,580000
10469.0,1710.0,1955.0,1,327500
10469.0,1710.0,1955.0,1,549000
10469.0,2660.0,1965.0,1,525000
10469.0,2660.0,1965.0,1,410000
10469.0,3150.0,1950.0,1,631000
10469.0,1900.0,1970.0,1,680000
10469.0,1900.0,1970.0,1,349000
10469.0,2850.0,1955.0,1,495000
10469.0,2695.0,1970.0,1,358000
10469.0,1920.0,1970.0,1,550000
10469.0,5000.0,1920.0,1,953460
10469.0,2500.0,1950.0,1,600000
10469.0,2500.0,1945.0,1,529000
10469.0,2395.0,1960.0,1,720000
10469.0,2522.0,1950.0,1,502000
10469.0,2266.0,2007.0,1,518000
10469.0,2500.0,1960.0,1,450000
10469.0,2500.0,1960.0,1,357000
10469.0,1853.0,1960.0,1,740000
10469.0,1853.0,1960.0,1,465000
10469.0,3069.0,1955.0,1,325000
10469.0,1895.0,1960.0,1,705000
10469.0,2850.0,2004.0,1,769000
10469.0,2850.0,2004.0,1,500000
10469.0,3200.0,1970.0,1,700000
10469.0,1692.0,1960.0,1,475000
10469.0,3167.0,1955.0,1,450000
10469.0,1895.0,1960.0,1,630000
10469.0,1895.0,1960.0,1,675500
10469.0,1900.0,1960.0,1,490000
10469.0,2874.0,1960.0,1,560000
10469.0,2375.0,1901.0,1,630000
10469.0,2375.0,1910.0,1,600000
10469.0,4750.0,1940.0,1,500000
10469.0,4750.0,1940.0,1,775000
10469.0,2499.0,2007.0,1,695000
10469.0,2379.0,2002.0,1,631315
10469.0,2379.0,2002.0,1,780000
10469.0,1871.0,2006.0,1,550000
10469.0,2630.0,2006.0,1,680000
10469.0,2375.0,2004.0,1,745000
10469.0,2375.0,2004.0,1,700000
10469.0,2375.0,2004.0,1,539673
10469.0,2375.0,2004.0,1,740000
10469.0,2375.0,2004.0,1,723000
10469.0,1588.0,2006.0,1,499000
10469.0,1588.0,2006.0,1,499000
10469.0,2223.0,2006.0,1,499000
10469.0,2882.0,2006.0,1,499000
10469.0,3037.0,2006.0,1,875000
10469.0,2661.0,2006.0,1,499000
10469.0,2850.0,1975.0,1,650000
10469.0,3117.0,1975.0,1,560000
10469.0,2063.0,2004.0,1,445500
10469.0,2375.0,2001.0,1,725000
10469.0,2375.0,1920.0,1,410000
10466.0,1600.0,1950.0,1,405000
10466.0,6380.0,1950.0,1,990000
10466.0,2050.0,1960.0,1,475000
10466.0,3610.0,1960.0,1,580000
10469.0,2500.0,1930.0,1,250000
10469.0,2500.0,2018.0,1,916425
10469.0,2500.0,2017.0,1,879000
10469.0,2500.0,1925.0,1,400000
10466.0,1800.0,1950.0,1,53000
10466.0,2071.0,1920.0,1,655000
10466.0,1767.0,1950.0,1,283000
10466.0,2007.0,1962.0,1,623000
10466.0,3525.0,1964.0,1,514216
10466.0,2508.0,1960.0,1,406614
10466.0,3495.0,1997.0,1,779000
10466.0,1830.0,1964.0,1,462604
10466.0,2422.0,1967.0,1,680000
10466.0,2080.0,1941.0,1,540000
10466.0,2080.0,1941.0,1,368866
10466.0,1940.0,1998.0,1,605000
10466.0,1975.0,1996.0,1,595000
10466.0,2598.0,1925.0,1,695000
10466.0,1221.0,1965.0,1,244000
10466.0,1790.0,1973.0,1,499000
10466.0,1710.0,1962.0,1,442611
10466.0,2660.0,2016.0,1,763688
10466.0,3800.0,1966.0,1,650000
10466.0,5000.0,1961.0,1,400000
10466.0,5000.0,1910.0,1,590000
10466.0,5000.0,1920.0,1,580000
10466.0,2400.0,1958.0,1,450000
10466.0,3318.0,1940.0,1,690000
10466.0,2500.0,1910.0,1,442500
10466.0,2316.0,1901.0,1,495000
10466.0,3006.0,1961.0,1,690000
10466.0,2215.0,1950.0,1,465000
10466.0,1710.0,2007.0,1,585000
10466.0,2500.0,1905.0,1,550000
10466.0,2050.0,2007.0,1,656000
10466.0,2185.0,1955.0,1,280000
10466.0,3555.0,1950.0,1,635000
10466.0,2500.0,1950.0,1,271482
10466.0,1829.0,1955.0,1,697000
10466.0,2375.0,1915.0,1,608500
10466.0,2375.0,1960.0,1,480000
10466.0,2100.0,1955.0,1,375000
10466.0,4750.0,1957.0,1,575000
10466.0,5000.0,1941.0,1,686710
10466.0,2500.0,1931.0,1,690000
10466.0,3117.0,1931.0,1,634000
10466.0,5033.0,1901.0,1,780000
10466.0,4675.0,1920.0,1,650000
10466.0,5215.0,1950.0,1,565000
10475.0,4912.0,1925.0,1,800000
10475.0,2167.0,2005.0,1,330000
10475.0,4334.0,2000.0,1,665000
10475.0,3333.0,2000.0,1,890000
10475.0,2756.0,2000.0,1,200000
10475.0,2756.0,2000.0,1,750000
10475.0,3800.0,2001.0,1,755000
10475.0,1565.0,1965.0,1,395000
10475.0,1530.0,1965.0,1,541000
10469.0,2567.0,1934.0,0,640000
10466.0,2500.0,1934.0,0,675000
10458.0,1629.0,1920.0,0,285000
10458.0,1869.0,1910.0,0,285000
10458.0,1869.0,1910.0,0,550000
10458.0,1569.0,1899.0,0,325000
10458.0,1703.0,1915.0,0,725461
10458.0,2966.0,1901.0,0,350000
10458.0,2150.0,1901.0,0,550000
10458.0,3156.0,1910.0,0,1000000
10458.0,2375.0,1910.0,0,807300
10468.0,7500.0,1910.0,0,958554
10468.0,7500.0,1910.0,0,750000
10468.0,1800.0,2005.0,0,750000
10468.0,1800.0,2005.0,0,958554
10468.0,1600.0,1910.0,0,958554
10468.0,1600.0,1910.0,0,750000
10468.0,1665.0,1910.0,0,390000
10468.0,3358.0,1910.0,0,975000
10468.0,1671.0,1910.0,0,210000
10467.0,3773.0,1925.0,0,850000
10467.0,2117.0,1901.0,0,455000
10467.0,2500.0,1910.0,0,580000
10458.0,3725.0,1915.0,1,699000
10458.0,1500.0,1935.0,1,600000
10458.0,1500.0,1935.0,1,299250
10458.0,2750.0,1899.0,1,811000
10458.0,4116.0,1901.0,1,635000
10458.0,2767.0,1910.0,1,477000
10458.0,2092.0,1915.0,1,225000
10458.0,2495.0,1901.0,1,570000
10458.0,1780.0,1910.0,1,705000
10458.0,2477.0,1910.0,1,564000
10458.0,2750.0,1901.0,1,375180
10458.0,2075.0,1920.0,1,800000
10458.0,1575.0,1910.0,1,460000
10458.0,3156.0,1920.0,1,1000000
10468.0,2450.0,1920.0,1,610000
10467.0,2500.0,1920.0,1,760000
10467.0,2352.0,1920.0,1,600000
10467.0,3000.0,1915.0,1,450000
10467.0,2875.0,1915.0,1,495000
10467.0,3000.0,1915.0,1,1980000
10467.0,1980.0,1915.0,1,465000
10467.0,1980.0,1915.0,1,842993
10467.0,2500.0,1915.0,1,650000
10467.0,2500.0,1925.0,1,400000
10467.0,1752.0,1915.0,1,640000
10467.0,2500.0,1901.0,1,495000
10467.0,2950.0,1901.0,1,156000
10467.0,2950.0,1901.0,1,550000
10467.0,2500.0,1901.0,1,675000
10467.0,2810.0,1915.0,1,749000
10467.0,2250.0,1920.0,1,505000
10458.0,12000.0,1922.0,0,9400000
10458.0,2500.0,2009.0,0,800000
10458.0,3750.0,2011.0,0,800000
10458.0,3835.0,1911.0,0,2500000
10458.0,15750.0,1925.0,0,15469822
10468.0,3983.0,1907.0,0,2895000
10458.0,3331.0,1925.0,0,200000
10468.0,11350.0,1924.0,0,8115000
10468.0,4670.0,1925.0,0,3500000
10467.0,11340.0,1925.0,0,12375857
10467.0,2446.0,1922.0,0,1123291
10467.0,7500.0,1923.0,0,4250000
10467.0,3822.0,1925.0,0,800000
10467.0,2829.0,1920.0,0,660000
10467.0,4400.0,1927.0,0,3825000
10468.0,7100.0,1942.0,0,6300000
10467.0,11625.0,1936.0,0,8048773
10467.0,14850.0,1962.0,0,11525000
10458.0,1989.0,1920.0,1,625000
10458.0,1989.0,1920.0,1,400000
10457.0,1750.0,1905.0,0,380000
10458.0,1900.0,1910.0,1,670000
10458.0,1667.0,1910.0,1,490000
10458.0,2800.0,1910.0,1,900000
10458.0,1696.0,1910.0,1,519000
10458.0,2185.0,1920.0,1,1100000
10458.0,1238.0,1925.0,1,450000
10458.0,2500.0,1905.0,1,515642
10458.0,2623.0,1905.0,1,590000
10458.0,8300.0,1905.0,1,2400000
10458.0,2500.0,1925.0,1,575000
10460.0,1650.0,1901.0,1,461370
10458.0,2375.0,1925.0,1,670000
10458.0,2500.0,1925.0,1,375000
10458.0,1875.0,2000.0,1,556535
10458.0,2500.0,1901.0,1,325000
10458.0,1725.0,2000.0,1,326250
10458.0,4354.0,1911.0,0,4800000
10458.0,3278.0,1912.0,0,3800000
10458.0,2185.0,1910.0,0,1200000
10458.0,4371.0,1903.0,0,3600000
10458.0,2185.0,1910.0,0,2500000
10458.0,4500.0,1912.0,0,4300000
10458.0,825.0,1931.0,0,799000
10460.0,2500.0,1905.0,0,896000
10457.0,1894.0,1931.0,0,630000
10458.0,5000.0,1912.0,0,14279835
10458.0,3325.0,1912.0,0,2426000
10458.0,2000.0,1931.0,0,995000
10458.0,2000.0,1931.0,0,750000
10458.0,4750.0,1931.0,0,14279835
10467.0,2500.0,1930.0,0,405600
10467.0,2500.0,1925.0,0,560000
10467.0,2500.0,1925.0,0,320000
10469.0,2500.0,1925.0,0,349000
10469.0,2058.0,1925.0,0,485000
10469.0,2050.0,1925.0,0,575000
10469.0,2358.0,1950.0,0,470000
10469.0,1800.0,1950.0,0,220000
10469.0,2125.0,1950.0,0,486500
10469.0,2000.0,1950.0,0,352000
10469.0,2500.0,1940.0,0,510000
10469.0,2500.0,1925.0,0,475000
10469.0,2300.0,1955.0,0,520000
10467.0,1712.0,1925.0,0,326508
10467.0,1111.0,1920.0,0,426800
10467.0,1800.0,1950.0,0,220500
10469.0,1775.0,1950.0,0,490000
10469.0,1800.0,1950.0,0,350844
10469.0,1950.0,1950.0,0,500000
10469.0,1800.0,1950.0,0,490000
10469.0,1800.0,1970.0,0,80286
10469.0,1331.0,1950.0,0,150000
10469.0,1600.0,1945.0,0,481783
10469.0,4520.0,1950.0,0,600000
10469.0,6000.0,1955.0,0,497000
10469.0,1520.0,1950.0,0,430000
10469.0,2945.0,1950.0,0,385000
10467.0,1800.0,1960.0,0,505000
10469.0,2042.0,1950.0,0,410000
10469.0,2500.0,1930.0,0,297102
10469.0,2500.0,1950.0,0,245000
10469.0,1540.0,1950.0,0,499000
10469.0,2500.0,1930.0,0,278850
10469.0,1792.0,1960.0,0,499000
10467.0,1920.0,1945.0,0,329900
10469.0,1700.0,1950.0,0,399000
10469.0,1700.0,1950.0,0,380000
10467.0,1520.0,1945.0,0,217628
10467.0,1883.0,1950.0,0,334620
10469.0,2000.0,1935.0,0,499500
10469.0,1800.0,1955.0,0,470000
10469.0,1800.0,1955.0,0,199500
10469.0,1800.0,1955.0,0,480000
10469.0,5000.0,1950.0,0,860000
10467.0,2200.0,1950.0,1,470000
10467.0,2513.0,1960.0,1,700000
10467.0,2500.0,1910.0,1,680000
10467.0,2500.0,1920.0,1,376000
10467.0,2500.0,1920.0,1,605000
10467.0,2500.0,1920.0,1,600000
10467.0,3125.0,1925.0,1,1093253
10467.0,1800.0,1958.0,1,497500
10467.0,2175.0,1960.0,1,25000
10469.0,2800.0,1955.0,1,571000
10469.0,1800.0,1960.0,1,755000
10469.0,1800.0,1950.0,1,650000
10469.0,5000.0,1925.0,1,640000
10469.0,1800.0,1950.0,1,450000
10469.0,2877.0,1920.0,1,380250
10469.0,3025.0,1940.0,1,600000
10469.0,1608.0,1950.0,1,499500
10469.0,2500.0,1920.0,1,705000
10469.0,1600.0,1940.0,1,420000
10469.0,1800.0,1945.0,1,530000
10469.0,1800.0,1945.0,1,577500
10469.0,2642.0,1950.0,1,550000
10469.0,2880.0,1950.0,1,719092
10469.0,3100.0,1955.0,1,610000
10467.0,3310.0,1930.0,1,245000
10467.0,3425.0,1925.0,1,775000
10467.0,3550.0,1925.0,1,320000
10469.0,2150.0,1970.0,1,527500
10469.0,2442.0,1935.0,1,649000
10469.0,1800.0,1950.0,1,453000
10469.0,4000.0,1940.0,1,635000
10469.0,2550.0,1975.0,1,787000
10469.0,2500.0,1960.0,1,580996
10469.0,5000.0,1970.0,1,700000
10469.0,2200.0,1960.0,1,490000
10469.0,3300.0,1940.0,1,525000
10469.0,1800.0,1945.0,1,504700
10469.0,2000.0,1945.0,1,425880
10469.0,2000.0,1945.0,1,610000
10469.0,2375.0,1935.0,1,740000
10469.0,2500.0,1930.0,1,300000
10469.0,2942.0,1950.0,1,400000
10469.0,4500.0,1940.0,1,680000
10469.0,4500.0,1940.0,1,62500
10469.0,2158.0,1940.0,1,465000
10469.0,3990.0,1940.0,1,554000
10467.0,3500.0,1982.0,1,700000
10469.0,2500.0,1940.0,1,740000
10469.0,2500.0,1920.0,1,573275
10469.0,2000.0,1950.0,1,243000
10469.0,2500.0,1950.0,1,575000
10469.0,2300.0,1945.0,1,582358
10469.0,2300.0,1945.0,1,404250
10469.0,2200.0,1950.0,1,496353
10469.0,2700.0,1950.0,1,296875
10469.0,2500.0,1950.0,1,640000
10469.0,2500.0,1950.0,1,695000
10469.0,6242.0,1920.0,1,630000
10467.0,2608.0,1920.0,1,740000
10467.0,2574.0,1970.0,1,541399
10467.0,2571.0,1970.0,1,655000
10467.0,2375.0,1915.0,1,572000
10467.0,2204.0,1901.0,1,565000
10467.0,4562.0,2016.0,1,850000
10469.0,1950.0,1960.0,1,475000
10469.0,2500.0,1945.0,1,652000
10469.0,5000.0,1960.0,1,380507
10469.0,2125.0,1950.0,1,440000
10469.0,5000.0,1925.0,1,700000
10467.0,3195.0,1925.0,1,620000
10467.0,2024.0,1925.0,1,460000
10467.0,4260.0,1925.0,1,785000
10469.0,1898.0,1935.0,1,379000
10469.0,2100.0,1935.0,1,550000
10469.0,2850.0,1945.0,1,686450
10469.0,2000.0,2004.0,1,225000
10469.0,1425.0,1950.0,1,600000
10469.0,2500.0,1955.0,1,550000
10469.0,2756.0,1945.0,1,710000
10469.0,2756.0,1945.0,1,230000
10467.0,3267.0,1927.0,0,850000
10467.0,3400.0,1931.0,0,855000
10469.0,2500.0,1931.0,0,783106
10467.0,3500.0,1926.0,0,9281893
10467.0,3500.0,1926.0,0,9281893
10467.0,3500.0,1926.0,0,9281893
10469.0,2969.0,1931.0,0,509500
10467.0,2152.0,1931.0,0,1150000
10467.0,6900.0,1931.0,0,4000000
10473.0,1903.0,1965.0,0,309686
10473.0,3076.0,1965.0,0,385000
10473.0,2643.0,1959.0,0,500000
10473.0,2425.0,1935.0,0,450000
10473.0,1925.0,1935.0,0,395000
10473.0,2250.0,1960.0,0,470496
10473.0,2250.0,1960.0,0,485000
10473.0,2250.0,1960.0,0,494000
10473.0,3042.0,1965.0,0,430000
10473.0,2060.0,1940.0,0,530000
10473.0,5124.0,1930.0,0,615000
10473.0,2549.0,1915.0,0,610685
10473.0,2575.0,1915.0,0,390000
10473.0,3000.0,1930.0,0,480000
10473.0,3000.0,1935.0,0,520000
10473.0,2575.0,1925.0,0,549000
10473.0,1967.0,1955.0,0,530000
10473.0,2575.0,1945.0,0,425000
10473.0,2575.0,1925.0,0,575000
10473.0,2575.0,1930.0,0,625000
10473.0,3425.0,1910.0,0,475000
10472.0,2800.0,1935.0,0,475000
10472.0,4120.0,1930.0,0,470000
10472.0,2700.0,1930.0,0,615000
10473.0,2518.0,2002.0,1,640000
10473.0,3981.0,2002.0,1,715000
10473.0,3981.0,2002.0,1,514216
10473.0,3981.0,2002.0,1,670000
10473.0,3614.0,2001.0,1,610000
10473.0,2548.0,1965.0,1,510000
10473.0,1789.0,1960.0,1,350000
10473.0,1789.0,1960.0,1,380000
10473.0,1789.0,1960.0,1,570000
10473.0,1789.0,1960.0,1,624000
10473.0,1920.0,1965.0,1,378000
10473.0,1949.0,1965.0,1,437750
10473.0,5417.0,1930.0,1,251000
10473.0,2167.0,1970.0,1,250000
10473.0,2968.0,1965.0,1,660000
10473.0,1800.0,1960.0,1,495000
10473.0,3311.0,2002.0,1,375000
10473.0,4000.0,1987.0,1,650000
10473.0,2000.0,1987.0,1,490000
10473.0,2000.0,1987.0,1,555000
10473.0,2800.0,1987.0,1,778876
10473.0,1800.0,1988.0,1,635000
10473.0,1840.0,1988.0,1,665000
10473.0,2000.0,1988.0,1,607000
10473.0,2000.0,1988.0,1,468750
10473.0,2000.0,1988.0,1,635000
10473.0,1925.0,1935.0,1,462500
10473.0,1925.0,1935.0,1,495000
10473.0,1830.0,1965.0,1,500000
10473.0,2250.0,1960.0,1,520000
10473.0,5000.0,1915.0,1,665000
10473.0,2408.0,1965.0,1,475000
10473.0,2575.0,1925.0,1,710000
10473.0,2458.0,1945.0,1,535000
10473.0,2549.0,1910.0,1,451230
10473.0,2549.0,1915.0,1,500000
10473.0,2549.0,1915.0,1,498200
10473.0,2575.0,1925.0,1,460000
10473.0,2575.0,1910.0,1,790000
10473.0,1634.0,1910.0,1,406000
10473.0,2575.0,1920.0,1,460000
10473.0,2575.0,1901.0,1,735000
10473.0,5150.0,1905.0,1,475000
10472.0,2200.0,1960.0,1,50000
10472.0,2763.0,1920.0,1,235000
10472.0,5117.0,1925.0,1,900000
10472.0,2559.0,1920.0,1,820000
10472.0,2180.0,1950.0,1,795000
10472.0,2650.0,1950.0,1,714000
10472.0,2400.0,1940.0,1,632500
10472.0,3425.0,1930.0,1,32200
10472.0,2575.0,1935.0,1,800000
10472.0,2575.0,1950.0,1,650000
10472.0,2120.0,1955.0,1,670000
10472.0,2549.0,1901.0,1,775000
10472.0,2450.0,1920.0,1,140000
10472.0,2115.0,1960.0,1,800000
10472.0,2575.0,1920.0,1,700000
10472.0,2609.0,1929.0,0,650000
10473.0,202100.0,1973.0,0,87900000
10464.0,3748.0,1920.0,0,449000
10464.0,3005.0,1920.0,0,435000
10464.0,3005.0,1920.0,0,446160
10464.0,2504.0,1920.0,0,560000
10464.0,1759.0,1925.0,0,675000
10464.0,4750.0,1960.0,0,325000
10464.0,2375.0,1925.0,0,575000
10464.0,2388.0,1925.0,0,323300
10464.0,12775.0,1970.0,0,590000
10464.0,5413.0,1920.0,0,845000
10464.0,3392.0,1950.0,0,185000
10464.0,2500.0,1930.0,0,236500
10464.0,4500.0,1965.0,0,590000
10464.0,3381.0,1965.0,0,544000
10464.0,3325.0,1920.0,0,565000
10464.0,3000.0,1940.0,0,240000
10464.0,3000.0,1940.0,0,417500
10464.0,5000.0,1954.0,0,580000
10464.0,2546.0,1935.0,0,400000
10464.0,9070.0,1971.0,0,545250
10464.0,4135.0,1935.0,0,426000
10464.0,3432.0,1920.0,0,160000
10464.0,6978.0,1930.0,0,400000
10464.0,2946.0,2005.0,0,605000
10464.0,2708.0,1925.0,0,475000
10464.0,5000.0,1930.0,0,415000
10464.0,2600.0,1925.0,0,390000
10464.0,2500.0,1975.0,1,445000
10464.0,5000.0,1920.0,0,600000
10464.0,4366.0,1920.0,0,673000
10464.0,2500.0,1930.0,0,415000
10464.0,19500.0,1925.0,0,1275000
10464.0,1133.0,1940.0,0,210000
10464.0,5000.0,1930.0,0,449000
10464.0,2500.0,1925.0,0,383000
10464.0,52500.0,1920.0,0,1300000
10464.0,15004.0,1920.0,0,1697500
10464.0,22200.0,1920.0,0,1075000
10464.0,16651.0,1870.0,0,1200000
10464.0,19633.0,1920.0,1,1875000
10464.0,5035.0,1925.0,1,620000
10464.0,4750.0,1925.0,1,800000
10464.0,4000.0,1940.0,1,662500
10464.0,13434.0,1935.0,1,800000
10464.0,3850.0,1901.0,1,520000
10464.0,2367.0,1963.0,1,470000
10464.0,5050.0,1945.0,1,575000
10464.0,5149.0,1920.0,1,1300000
10464.0,5000.0,1901.0,1,520000
10464.0,13013.0,1940.0,0,1100000
10464.0,8036.0,1990.0,0,900000
10464.0,9375.0,1920.0,0,999000
10465.0,1710.0,1950.0,0,430000
10465.0,3425.0,1915.0,0,227500
10465.0,2179.0,1945.0,0,400000
10465.0,3555.0,1955.0,0,392000
10465.0,1610.0,1970.0,0,560000
10465.0,2025.0,1920.0,0,570000
10465.0,7300.0,1960.0,0,800000
10465.0,2125.0,1925.0,0,292500
10465.0,3152.0,1930.0,0,615000
10465.0,9404.0,2007.0,0,995000
10465.0,2302.0,1955.0,0,485000
10465.0,3806.0,1955.0,0,595000
10465.0,2500.0,1965.0,0,590000
10465.0,2060.0,1935.0,0,605000
10465.0,4979.0,1925.0,0,700000
10465.0,2184.0,1925.0,0,470000
10465.0,5000.0,1925.0,0,735000
10465.0,11900.0,1925.0,0,720000
10465.0,4302.0,1950.0,0,722000
10465.0,3002.0,1960.0,0,250000
10465.0,2310.0,1960.0,0,575000
10465.0,2310.0,1960.0,0,400000
10465.0,4380.0,1970.0,0,686500
